Area Code,Cogs,DifferenceBetweenActualandTargetProfit,Date,Inventory Margin,Margin,Market_size,Market,Marketing,Product_line,Product_type,Product,Profit,Sales,State,Target_cogs,Target_margin,Target_profit,Target_sales ,Total_expenses,Type
203,79,16,4/20/2013,593,110,Small Market,East,30,Leaves,Herbal Tea,Lemon,46,189,Connecticut,40,50,30,90,64,Decaf
203,65,-6,4/21/2013,1053,86,Small Market,East,20,Leaves,Herbal Tea,Mint,44,151,Connecticut,30,50,50,80,42,Decaf
262,46,-3,4/22/2013,449,74,Small Market,Central,14,Leaves,Tea,Darjeeling,37,120,Wisconsin,20,50,40,70,37,Regular
262,60,9,4/23/2013,606,93,Small Market,Central,54,Leaves,Tea,Earl Grey,9,153,Wisconsin,40,50,0,90,84,Regular
425,60,27,4/24/2013,329,109,Small Market,West,18,Leaves,Tea,Darjeeling,67,169,Washington,20,50,40,70,42,Regular
312,40,3,4/25/2013,536,58,Major Market,Central,13,Leaves,Herbal Tea,Lemon,33,98,Illinois,30,50,30,80,25,Decaf
419,36,-4,4/26/2013,862,58,Major Market,Central,10,Leaves,Herbal Tea,Lemon,36,94,Ohio,30,50,40,80,22,Decaf
857,55,3,4/27/2013,410,77,Major Market,East,20,Leaves,Herbal Tea,Lemon,23,132,Massachusetts,40,50,20,90,54,Decaf
323,40,3,4/28/2013,536,58,Major Market,West,13,Leaves,Herbal Tea,Mint,33,98,California,30,50,30,80,25,Decaf
352,28,-12,4/29/2013,875,47,Major Market,East,7,Leaves,Tea,Darjeeling,28,75,Florida,20,50,40,70,19,Regular
904,31,-7,4/30/2013,856,52,Major Market,East,8,Leaves,Tea,Green Tea,33,83,Florida,30,50,40,80,19,Regular
978,32,-6,5/1/2013,482,53,Major Market,East,8,Leaves,Tea,Green Tea,34,85,Massachusetts,30,50,40,80,19,Regular
760,50,15,5/2/2013,589,81,Major Market,West,14,Leaves,Tea,Earl Grey,55,131,California,30,50,40,80,26,Regular
515,0,-6,5/3/2013,387,46,Small Market,Central,0,Beans,Espresso,Decaf Espresso,34,46,Iowa,0,50,40,50,12,Decaf
505,82,-10,5/4/2013,1804,48,Small Market,South,25,Beans,Coffee,Decaf Irish Cream,0,130,New Mexico,90,50,10,140,48,Decaf
515,22,-20,5/5/2013,802,38,Small Market,Central,6,Beans,Espresso,Caffe Mocha,20,60,Iowa,20,50,40,70,18,Regular
505,44,0,5/6/2013,325,69,Small Market,South,40,Beans,Espresso,Caffe Mocha,0,113,New Mexico,30,50,0,80,69,Regular
775,33,-9,5/7/2013,243,46,Small Market,West,12,Beans,Coffee,Colombian,1,79,Nevada,30,50,10,80,45,Regular
314,44,-1,5/8/2013,325,69,Small Market,Central,40,Leaves,Herbal Tea,Chamomile,-1,113,Missouri,40,50,0,90,70,Decaf
715,31,-8,5/9/2013,856,52,Small Market,Central,8,Leaves,Herbal Tea,Lemon,32,83,Wisconsin,20,50,40,70,20,Decaf
959,69,18,5/10/2013,1060,91,Small Market,East,21,Leaves,Herbal Tea,Mint,48,160,Connecticut,50,50,30,100,43,Decaf
715,49,21,5/11/2013,454,79,Small Market,Central,15,Leaves,Tea,Darjeeling,41,128,Wisconsin,40,50,20,90,38,Regular
206,49,12,5/12/2013,454,79,Small Market,West,15,Leaves,Tea,Earl Grey,42,128,Washington,30,50,30,80,37,Regular
970,43,6,5/13/2013,531,63,Major Market,Central,14,Beans,Coffee,Colombian,36,106,Colorado,40,50,30,90,27,Regular
330,41,11,5/14/2013,435,67,Major Market,Central,13,Beans,Coffee,Colombian,31,108,Ohio,40,50,20,90,36,Regular
978,47,-3,5/15/2013,571,59,Major Market,East,42,Beans,Espresso,Caffe Mocha,-13,106,Massachusetts,40,50,-10,90,72,Regular
312,43,6,5/16/2013,531,63,Major Market,Central,14,Leaves,Herbal Tea,Lemon,36,106,Illinois,40,50,30,90,27,Decaf
323,43,6,5/17/2013,531,63,Major Market,West,14,Leaves,Herbal Tea,Mint,36,106,California,40,50,30,90,27,Decaf
303,46,3,5/18/2013,422,64,Major Market,Central,17,Leaves,Tea,Darjeeling,13,110,Colorado,30,50,10,80,51,Regular
970,53,14,5/19/2013,1054,71,Major Market,Central,16,Leaves,Tea,Earl Grey,34,124,Colorado,40,50,20,90,37,Regular
978,33,-6,5/20/2013,870,54,Major Market,East,9,Leaves,Tea,Darjeeling,34,87,Massachusetts,30,50,40,80,20,Regular
321,34,-4,5/21/2013,863,57,Major Market,East,9,Leaves,Tea,Green Tea,36,91,Florida,30,50,40,80,21,Regular
563,0,-5,5/22/2013,344,46,Small Market,Central,0,Beans,Espresso,Decaf Espresso,35,46,Iowa,0,50,40,50,11,Decaf
318,43,14,5/23/2013,466,70,Small Market,South,13,Beans,Espresso,Decaf Espresso,34,113,Louisiana,30,50,20,80,36,Decaf
775,31,-17,5/24/2013,1009,43,Small Market,West,9,Beans,Coffee,Decaf Irish Cream,13,74,Nevada,30,50,30,80,30,Decaf
515,23,-19,5/25/2013,807,39,Small Market,Central,6,Beans,Espresso,Caffe Mocha,21,62,Iowa,20,50,40,70,18,Regular
225,41,18,5/26/2013,320,73,Small Market,South,12,Beans,Espresso,Caffe Mocha,38,114,Louisiana,30,50,20,80,35,Regular
971,46,3,5/27/2013,422,64,Small Market,West,17,Beans,Espresso,Caffe Latte,13,110,Oregon,40,50,10,90,51,Regular
262,43,15,5/28/2013,466,70,Small Market,Central,13,Leaves,Tea,Darjeeling,35,113,Wisconsin,30,50,20,80,35,Regular
959,33,-7,5/29/2013,818,54,Small Market,East,9,Leaves,Tea,Green Tea,33,87,Connecticut,30,50,40,80,21,Regular
435,49,4,5/30/2013,335,77,Small Market,West,44,Leaves,Tea,Darjeeling,4,126,Utah,30,50,0,80,73,Regular
509,55,16,5/31/2013,627,85,Small Market,West,49,Leaves,Tea,Green Tea,6,140,Washington,40,50,-10,90,79,Regular
630,39,-13,6/1/2013,541,51,Major Market,Central,12,Leaves,Herbal Tea,Lemon,27,90,Illinois,20,40,40,60,24,Decaf
209,39,-14,6/2/2013,541,51,Major Market,West,12,Leaves,Herbal Tea,Mint,26,90,California,20,40,40,60,25,Decaf
505,86,-36,6/3/2013,1698,23,Small Market,South,26,Beans,Coffee,Decaf Irish Cream,-26,109,New Mexico,110,40,10,150,49,Decaf
318,46,-10,6/4/2013,449,67,Small Market,South,14,Beans,Espresso,Decaf Espresso,30,113,Louisiana,20,40,40,60,37,Decaf
515,31,-23,6/5/2013,1000,37,Small Market,Central,9,Beans,Coffee,Colombian,7,68,Iowa,20,40,30,60,30,Regular
505,45,-16,6/6/2013,320,64,Small Market,South,41,Beans,Espresso,Caffe Mocha,-6,109,New Mexico,20,40,10,60,70,Regular
801,32,-12,6/7/2013,833,47,Small Market,West,8,Beans,Espresso,Caffe Latte,28,79,Utah,20,40,40,60,19,Regular
505,31,-24,6/8/2013,1000,37,Small Market,South,9,Leaves,Herbal Tea,Lemon,6,68,New Mexico,10,40,30,50,31,Decaf
636,39,-17,6/9/2013,244,53,Small Market,Central,12,Leaves,Tea,Darjeeling,13,92,Missouri,20,40,30,60,40,Regular
959,24,-22,6/10/2013,806,36,Small Market,East,6,Leaves,Tea,Green Tea,18,60,Connecticut,20,40,40,60,18,Regular
603,0,-8,6/11/2013,430,43,Small Market,East,0,Leaves,Tea,Green Tea,32,43,New Hampshire,0,40,40,40,11,Regular
801,45,-26,6/12/2013,320,64,Small Market,West,41,Leaves,Tea,Darjeeling,-6,109,Utah,10,40,20,50,70,Regular
206,60,-10,6/13/2013,606,84,Small Market,West,54,Leaves,Tea,Green Tea,0,144,Washington,20,40,10,60,84,Regular
937,32,-1,6/14/2013,482,48,Major Market,Central,8,Leaves,Herbal Tea,Chamomile,29,80,Ohio,30,40,30,70,19,Decaf
407,54,3,6/15/2013,391,67,Major Market,East,20,Leaves,Herbal Tea,Lemon,13,121,Florida,40,40,10,80,54,Decaf
715,22,-19,6/16/2013,570,30,Small Market,Central,7,Beans,Espresso,Decaf Espresso,11,52,Wisconsin,20,40,30,60,19,Decaf
505,35,-12,6/17/2013,248,47,Small Market,South,11,Beans,Espresso,Decaf Espresso,8,82,New Mexico,20,40,20,60,39,Decaf
775,29,-15,6/18/2013,1003,35,Small Market,West,8,Beans,Coffee,Decaf Irish Cream,5,64,Nevada,30,40,20,70,30,Decaf
563,29,-15,6/19/2013,1003,35,Small Market,Central,8,Beans,Coffee,Colombian,5,64,Iowa,20,40,20,60,30,Regular
603,34,-3,6/20/2013,211,42,Small Market,East,12,Beans,Espresso,Regular Espresso,-3,76,New Hampshire,30,40,0,70,45,Regular
918,32,-1,6/21/2013,482,48,Small Market,South,8,Beans,Espresso,Caffe Mocha,29,80,Oklahoma,20,40,30,60,19,Regular
775,0,1,6/22/2013,387,43,Small Market,West,0,Beans,Espresso,Caffe Latte,31,43,Nevada,0,40,30,40,12,Regular
435,33,-3,6/23/2013,836,48,Small Market,West,9,Beans,Espresso,Caffe Latte,27,81,Utah,30,40,30,70,21,Regular
573,82,-9,6/24/2013,1804,40,Small Market,Central,25,Leaves,Herbal Tea,Lemon,-9,122,Missouri,70,40,0,110,49,Decaf
801,82,-8,6/25/2013,1804,40,Small Market,West,25,Leaves,Herbal Tea,Mint,-8,122,Utah,70,40,0,110,48,Decaf
417,35,-1,6/26/2013,248,47,Small Market,Central,11,Leaves,Tea,Darjeeling,9,82,Missouri,20,40,10,60,38,Regular
636,34,-3,6/27/2013,211,42,Small Market,Central,12,Leaves,Tea,Earl Grey,-3,76,Missouri,20,40,0,60,45,Regular
314,33,-4,6/28/2013,243,41,Small Market,Central,12,Leaves,Tea,Green Tea,-4,74,Missouri,20,40,0,60,45,Regular
603,0,2,6/29/2013,387,43,Small Market,East,0,Leaves,Tea,Green Tea,32,43,New Hampshire,0,40,30,40,11,Regular
435,44,3,6/30/2013,325,62,Small Market,West,40,Leaves,Tea,Darjeeling,-7,106,Utah,30,40,-10,70,69,Regular
937,29,-5,7/1/2013,490,44,Major Market,Central,8,Leaves,Herbal Tea,Chamomile,25,73,Ohio,20,40,30,60,19,Decaf
330,33,-1,7/2/2013,870,49,Major Market,Central,9,Leaves,Herbal Tea,Lemon,29,82,Ohio,30,40,30,70,20,Decaf
508,46,-3,7/3/2013,422,57,Major Market,East,17,Leaves,Herbal Tea,Lemon,7,103,Massachusetts,30,40,10,70,50,Decaf
813,30,-4,7/4/2013,882,45,Major Market,East,8,Leaves,Tea,Darjeeling,26,75,Florida,30,40,30,70,19,Regular
857,29,-5,7/5/2013,490,44,Major Market,East,8,Leaves,Tea,Green Tea,25,73,Massachusetts,30,40,30,70,19,Regular
262,24,-17,7/6/2013,567,32,Small Market,Central,7,Beans,Espresso,Decaf Espresso,13,56,Wisconsin,30,40,30,70,19,Decaf
702,0,1,7/7/2013,344,43,Small Market,West,0,Beans,Espresso,Caffe Latte,31,43,Nevada,0,40,30,40,12,Regular
435,31,-4,7/8/2013,844,46,Small Market,West,8,Beans,Espresso,Caffe Latte,26,77,Utah,30,40,30,70,20,Regular
715,34,0,7/9/2013,863,51,Small Market,Central,9,Leaves,Herbal Tea,Lemon,30,85,Wisconsin,30,40,30,70,21,Decaf
603,39,-8,7/10/2013,250,49,Small Market,East,14,Leaves,Herbal Tea,Lemon,2,88,New Hampshire,20,40,10,60,47,Decaf
505,31,-13,7/11/2013,1009,38,Small Market,South,9,Leaves,Herbal Tea,Lemon,7,69,New Mexico,20,40,20,60,31,Decaf
573,38,1,7/12/2013,256,51,Small Market,Central,12,Leaves,Tea,Darjeeling,11,89,Missouri,30,40,10,70,40,Regular
636,39,2,7/13/2013,250,49,Small Market,Central,14,Leaves,Tea,Green Tea,2,88,Missouri,30,40,0,70,47,Regular
603,0,2,7/14/2013,344,43,Small Market,East,0,Leaves,Tea,Green Tea,32,43,New Hampshire,0,40,30,40,11,Regular
509,41,10,7/15/2013,320,66,Small Market,West,12,Leaves,Tea,Darjeeling,30,107,Washington,30,40,20,70,36,Regular
801,38,2,7/16/2013,256,51,Small Market,West,12,Leaves,Tea,Earl Grey,12,89,Utah,20,40,10,60,39,Regular
509,43,8,7/17/2013,466,63,Small Market,West,13,Leaves,Tea,Earl Grey,28,106,Washington,30,40,20,70,35,Regular
312,39,-7,7/18/2013,541,57,Major Market,Central,12,Leaves,Herbal Tea,Lemon,33,96,Illinois,20,40,40,60,24,Decaf
530,39,-8,7/19/2013,541,57,Major Market,West,12,Leaves,Herbal Tea,Mint,32,96,California,20,40,40,60,25,Decaf
505,86,-29,7/20/2013,1698,30,Small Market,South,26,Beans,Coffee,Decaf Irish Cream,-19,116,New Mexico,110,40,10,150,49,Decaf
318,46,-3,7/21/2013,449,74,Small Market,South,14,Beans,Espresso,Decaf Espresso,37,120,Louisiana,20,40,40,60,37,Decaf
515,31,-19,7/22/2013,1000,41,Small Market,Central,9,Beans,Coffee,Colombian,11,72,Iowa,20,40,30,60,30,Regular
505,45,-9,7/23/2013,320,71,Small Market,South,41,Beans,Espresso,Caffe Mocha,1,116,New Mexico,20,40,10,60,70,Regular
435,32,-7,7/24/2013,833,52,Small Market,West,8,Beans,Espresso,Caffe Latte,33,84,Utah,20,40,40,60,19,Regular
505,31,-20,7/25/2013,1000,41,Small Market,South,9,Leaves,Herbal Tea,Lemon,10,72,New Mexico,10,40,30,50,31,Decaf
314,39,-11,7/26/2013,244,59,Small Market,Central,12,Leaves,Tea,Darjeeling,19,98,Missouri,20,40,30,60,40,Regular
203,24,-18,7/27/2013,806,40,Small Market,East,6,Leaves,Tea,Green Tea,22,64,Connecticut,20,40,40,60,18,Regular
603,0,-5,7/28/2013,430,46,Small Market,East,0,Leaves,Tea,Green Tea,35,46,New Hampshire,0,40,40,40,11,Regular
435,45,-19,7/29/2013,320,71,Small Market,West,41,Leaves,Tea,Darjeeling,1,116,Utah,10,40,20,50,70,Regular
206,60,-1,7/30/2013,606,93,Small Market,West,54,Leaves,Tea,Green Tea,9,153,Washington,20,40,10,60,84,Regular
440,32,4,7/31/2013,482,53,Major Market,Central,8,Leaves,Herbal Tea,Chamomile,34,85,Ohio,30,40,30,70,19,Decaf
561,54,11,8/1/2013,391,75,Major Market,East,20,Leaves,Herbal Tea,Lemon,21,129,Florida,40,40,10,80,54,Decaf
920,22,-16,8/2/2013,570,33,Small Market,Central,7,Beans,Espresso,Decaf Espresso,14,55,Wisconsin,20,40,30,60,19,Decaf
505,35,-7,8/3/2013,248,52,Small Market,South,11,Beans,Espresso,Decaf Espresso,13,87,New Mexico,20,40,20,60,39,Decaf
702,29,-11,8/4/2013,1003,39,Small Market,West,8,Beans,Coffee,Decaf Irish Cream,9,68,Nevada,30,40,20,70,30,Decaf
515,29,-11,8/5/2013,1003,39,Small Market,Central,8,Beans,Coffee,Colombian,9,68,Iowa,20,40,20,60,30,Regular
603,34,2,8/6/2013,211,47,Small Market,East,12,Beans,Espresso,Regular Espresso,2,81,New Hampshire,30,40,0,70,45,Regular
580,32,4,8/7/2013,482,53,Small Market,South,8,Beans,Espresso,Caffe Mocha,34,85,Oklahoma,20,40,30,60,19,Regular
775,0,4,8/8/2013,387,46,Small Market,West,0,Beans,Espresso,Caffe Latte,34,46,Nevada,0,40,30,40,12,Regular
435,33,2,8/9/2013,836,53,Small Market,West,9,Beans,Espresso,Caffe Latte,32,86,Utah,30,40,30,70,21,Regular
314,82,-1,8/10/2013,1804,48,Small Market,Central,25,Leaves,Herbal Tea,Lemon,-1,130,Missouri,70,40,0,110,49,Decaf
435,82,0,8/11/2013,1804,48,Small Market,West,25,Leaves,Herbal Tea,Mint,0,130,Utah,70,40,0,110,48,Decaf
636,35,4,8/12/2013,248,52,Small Market,Central,11,Leaves,Tea,Darjeeling,14,87,Missouri,20,40,10,60,38,Regular
573,34,2,8/13/2013,211,47,Small Market,Central,12,Leaves,Tea,Earl Grey,2,81,Missouri,20,40,0,60,45,Regular
314,33,1,8/14/2013,243,46,Small Market,Central,12,Leaves,Tea,Green Tea,1,79,Missouri,20,40,0,60,45,Regular
603,0,5,8/15/2013,387,46,Small Market,East,0,Leaves,Tea,Green Tea,35,46,New Hampshire,0,40,30,40,11,Regular
435,44,10,8/16/2013,325,69,Small Market,West,40,Leaves,Tea,Darjeeling,0,113,Utah,30,40,-10,70,69,Regular
614,29,0,8/17/2013,490,49,Major Market,Central,8,Leaves,Herbal Tea,Chamomile,30,78,Ohio,20,40,30,60,19,Decaf
440,33,4,8/18/2013,870,54,Major Market,Central,9,Leaves,Herbal Tea,Lemon,34,87,Ohio,30,40,30,70,20,Decaf
774,46,4,8/19/2013,422,64,Major Market,East,17,Leaves,Herbal Tea,Lemon,14,110,Massachusetts,30,40,10,70,50,Decaf
321,30,1,8/20/2013,882,50,Major Market,East,8,Leaves,Tea,Darjeeling,31,80,Florida,30,40,30,70,19,Regular
774,29,0,8/21/2013,490,49,Major Market,East,8,Leaves,Tea,Green Tea,30,78,Massachusetts,30,40,30,70,19,Regular
608,24,-13,8/22/2013,567,36,Small Market,Central,7,Beans,Espresso,Decaf Espresso,17,60,Wisconsin,30,40,30,70,19,Decaf
775,0,4,8/23/2013,344,46,Small Market,West,0,Beans,Espresso,Caffe Latte,34,46,Nevada,0,40,30,40,12,Regular
435,31,1,8/24/2013,844,51,Small Market,West,8,Beans,Espresso,Caffe Latte,31,82,Utah,30,40,30,70,20,Regular
715,34,6,8/25/2013,863,57,Small Market,Central,9,Leaves,Herbal Tea,Lemon,36,91,Wisconsin,30,40,30,70,21,Decaf
603,39,-2,8/26/2013,250,55,Small Market,East,14,Leaves,Herbal Tea,Lemon,8,94,New Hampshire,20,40,10,60,47,Decaf
505,31,-8,8/27/2013,1009,43,Small Market,South,9,Leaves,Herbal Tea,Lemon,12,74,New Mexico,20,40,20,60,31,Decaf
314,38,7,8/28/2013,256,57,Small Market,Central,12,Leaves,Tea,Darjeeling,17,95,Missouri,30,40,10,70,40,Regular
660,39,8,8/29/2013,250,55,Small Market,Central,14,Leaves,Tea,Green Tea,8,94,Missouri,30,40,0,70,47,Regular
603,0,5,8/30/2013,344,46,Small Market,East,0,Leaves,Tea,Green Tea,35,46,New Hampshire,0,40,30,40,11,Regular
253,41,17,8/31/2013,320,73,Small Market,West,12,Leaves,Tea,Darjeeling,37,114,Washington,30,40,20,70,36,Regular
435,38,8,9/1/2013,256,57,Small Market,West,12,Leaves,Tea,Earl Grey,18,95,Utah,20,40,10,60,39,Regular
253,43,15,9/2/2013,466,70,Small Market,West,13,Leaves,Tea,Earl Grey,35,113,Washington,30,40,20,70,35,Regular
216,51,-35,9/3/2013,503,71,Major Market,Central,46,Beans,Coffee,Decaf Irish Cream,-5,122,Ohio,40,70,30,110,76,Decaf
440,52,-34,9/4/2013,405,71,Major Market,Central,17,Beans,Coffee,Amaretto,26,123,Ohio,40,70,60,110,45,Regular
937,43,-32,9/5/2013,419,64,Major Market,Central,13,Beans,Coffee,Colombian,28,107,Ohio,30,70,60,100,36,Regular
774,51,-41,9/6/2013,542,65,Major Market,East,46,Beans,Espresso,Caffe Mocha,-11,116,Massachusetts,30,70,30,100,76,Regular
832,72,5,9/7/2013,-868,110,Major Market,South,23,Beans,Espresso,Caffe Latte,55,182,Texas,40,70,50,110,55,Regular
863,48,-14,9/8/2013,851,70,Major Market,East,13,Leaves,Tea,Green Tea,46,118,Florida,50,70,60,120,24,Regular
985,60,-12,9/9/2013,329,99,Small Market,South,18,Beans,Espresso,Caffe Mocha,58,159,Louisiana,30,70,70,100,41,Regular
971,52,-33,9/10/2013,405,71,Small Market,West,17,Beans,Espresso,Caffe Mocha,27,123,Oregon,30,70,60,100,44,Regular
253,56,-34,9/11/2013,385,70,Small Market,West,21,Beans,Espresso,Caffe Mocha,16,126,Washington,40,70,50,110,54,Regular
405,56,-34,9/12/2013,385,70,Small Market,South,21,Leaves,Herbal Tea,Chamomile,16,126,Oklahoma,40,70,50,110,54,Decaf
435,45,-37,9/13/2013,447,69,Small Market,West,14,Leaves,Herbal Tea,Lemon,23,114,Utah,20,70,60,90,46,Decaf
567,52,-13,9/14/2013,509,73,Major Market,Central,47,Beans,Coffee,Decaf Irish Cream,-3,125,Ohio,50,70,10,120,76,Decaf
614,46,-8,9/15/2013,424,68,Major Market,Central,14,Beans,Coffee,Colombian,32,114,Ohio,40,70,40,110,36,Regular
303,52,-14,9/16/2013,509,73,Major Market,Central,47,Leaves,Herbal Tea,Lemon,-4,125,Colorado,40,70,10,110,77,Decaf
720,59,-8,9/17/2013,411,79,Major Market,Central,19,Leaves,Herbal Tea,Mint,32,138,Colorado,50,70,40,120,47,Decaf
713,59,-8,9/18/2013,411,79,Major Market,South,19,Leaves,Herbal Tea,Chamomile,32,138,Texas,50,70,40,120,47,Decaf
718,50,-3,9/19/2013,589,73,Major Market,East,14,Leaves,Tea,Green Tea,47,123,New York,50,70,50,120,26,Regular
860,53,-14,9/20/2013,380,71,Small Market,East,17,Beans,Espresso,Decaf Espresso,26,124,Connecticut,50,70,40,120,45,Decaf
435,54,2,9/21/2013,885,78,Small Market,West,15,Beans,Espresso,Decaf Espresso,52,132,Utah,50,70,50,120,26,Decaf
505,43,-10,9/22/2013,452,66,Small Market,South,14,Beans,Coffee,Colombian,20,109,New Mexico,50,70,30,120,46,Regular
504,61,-9,9/23/2013,-906,86,Small Market,South,55,Beans,Espresso,Caffe Latte,1,147,Louisiana,40,70,10,110,85,Regular
541,55,-14,9/24/2013,410,69,Small Market,West,20,Beans,Espresso,Caffe Latte,16,124,Oregon,50,70,30,120,53,Regular
860,82,8,9/25/2013,601,102,Small Market,East,31,Leaves,Herbal Tea,Lemon,38,184,Connecticut,60,70,30,130,64,Decaf
715,61,2,9/26/2013,613,86,Small Market,Central,55,Leaves,Tea,Earl Grey,2,147,Wisconsin,50,70,0,120,84,Regular
425,53,-1,9/27/2013,321,88,Small Market,West,16,Leaves,Tea,Darjeeling,49,141,Washington,30,70,50,100,39,Regular
419,47,-16,9/28/2013,521,65,Major Market,Central,42,Beans,Coffee,Decaf Irish Cream,-6,112,Ohio,40,70,10,110,71,Decaf
513,54,-11,9/29/2013,424,73,Major Market,Central,17,Beans,Coffee,Amaretto,29,127,Ohio,50,70,40,120,44,Regular
512,67,17,9/30/2013,-1239,101,Major Market,South,22,Beans,Espresso,Caffe Latte,47,168,Texas,50,70,30,120,54,Regular
309,54,3,10/1/2013,601,79,Major Market,Central,15,Leaves,Tea,Darjeeling,53,133,Illinois,40,70,50,110,26,Regular
816,63,-4,10/2/2013,1075,76,Small Market,Central,19,Beans,Coffee,Decaf Irish Cream,36,139,Missouri,60,70,40,130,40,Decaf
959,49,-19,10/3/2013,392,65,Small Market,East,16,Beans,Espresso,Decaf Espresso,21,114,Connecticut,40,70,40,110,44,Decaf
435,50,-3,10/4/2013,898,73,Small Market,West,14,Beans,Espresso,Decaf Espresso,47,123,Utah,40,70,50,110,26,Decaf
603,52,-13,10/5/2013,327,75,Small Market,East,16,Beans,Coffee,Amaretto,37,127,New Hampshire,40,70,50,110,38,Regular
475,55,-12,10/6/2013,627,76,Small Market,East,49,Beans,Espresso,Caffe Mocha,-2,131,Connecticut,50,70,10,120,78,Regular
603,49,-14,10/7/2013,335,69,Small Market,East,44,Beans,Espresso,Caffe Mocha,-4,118,New Hampshire,40,70,10,110,73,Regular
503,41,-19,10/8/2013,482,57,Small Market,West,13,Beans,Coffee,Colombian,1,98,Oregon,40,70,20,110,56,Regular
503,54,-12,10/9/2013,424,73,Small Market,West,17,Beans,Espresso,Caffe Mocha,28,127,Oregon,50,70,40,120,45,Regular
405,65,2,10/10/2013,403,80,Small Market,South,24,Leaves,Herbal Tea,Chamomile,22,145,Oklahoma,60,70,20,130,58,Decaf
435,52,-4,10/11/2013,327,75,Small Market,West,16,Leaves,Herbal Tea,Chamomile,36,127,Utah,40,70,40,110,39,Decaf
801,48,-12,10/12/2013,462,74,Small Market,West,15,Leaves,Herbal Tea,Lemon,28,122,Utah,40,70,40,110,46,Decaf
425,49,-4,10/13/2013,845,71,Small Market,West,13,Leaves,Herbal Tea,Lemon,46,120,Washington,40,70,50,110,25,Decaf
860,50,-3,10/14/2013,898,73,Small Market,East,14,Leaves,Tea,Darjeeling,47,123,Connecticut,50,70,50,120,26,Regular
234,51,-27,10/15/2013,503,79,Major Market,Central,46,Beans,Coffee,Decaf Irish Cream,3,130,Ohio,40,70,30,110,76,Decaf
614,52,-26,10/16/2013,405,79,Major Market,Central,17,Beans,Coffee,Amaretto,34,131,Ohio,40,70,60,110,45,Regular
937,43,-25,10/17/2013,419,71,Major Market,Central,13,Beans,Coffee,Colombian,35,114,Ohio,30,70,60,100,36,Regular
774,51,-33,10/18/2013,542,73,Major Market,East,46,Beans,Espresso,Caffe Mocha,-3,124,Massachusetts,30,70,30,100,76,Regular
682,72,17,10/19/2013,-868,122,Major Market,South,23,Beans,Espresso,Caffe Latte,67,194,Texas,40,70,50,110,55,Regular
772,48,-6,10/20/2013,851,78,Major Market,East,13,Leaves,Tea,Green Tea,54,126,Florida,50,70,60,120,24,Regular
225,60,-2,10/21/2013,329,109,Small Market,South,18,Beans,Espresso,Caffe Mocha,68,169,Louisiana,30,70,70,100,41,Regular
541,52,-25,10/22/2013,405,79,Small Market,West,17,Beans,Espresso,Caffe Mocha,35,131,Oregon,30,70,60,100,44,Regular
425,56,-26,10/23/2013,385,78,Small Market,West,21,Beans,Espresso,Caffe Mocha,24,134,Washington,40,70,50,110,54,Regular
580,56,-26,10/24/2013,385,78,Small Market,South,21,Leaves,Herbal Tea,Chamomile,24,134,Oklahoma,40,70,50,110,54,Decaf
435,45,-30,10/25/2013,447,76,Small Market,West,14,Leaves,Herbal Tea,Lemon,30,121,Utah,20,70,60,90,46,Decaf
614,52,-5,10/26/2013,509,81,Major Market,Central,47,Beans,Coffee,Decaf Irish Cream,5,133,Ohio,50,70,10,120,76,Decaf
234,46,-1,10/27/2013,424,75,Major Market,Central,14,Beans,Coffee,Colombian,39,121,Ohio,40,70,40,110,36,Regular
970,52,-6,10/28/2013,509,81,Major Market,Central,47,Leaves,Herbal Tea,Lemon,4,133,Colorado,40,70,10,110,77,Decaf
970,59,1,10/29/2013,411,88,Major Market,Central,19,Leaves,Herbal Tea,Mint,41,147,Colorado,50,70,40,120,47,Decaf
936,59,1,10/30/2013,411,88,Major Market,South,19,Leaves,Herbal Tea,Chamomile,41,147,Texas,50,70,40,120,47,Decaf
914,50,5,10/31/2013,589,81,Major Market,East,14,Leaves,Tea,Green Tea,55,131,New York,50,70,50,120,26,Regular
203,53,-6,11/1/2013,380,79,Small Market,East,17,Beans,Espresso,Decaf Espresso,34,132,Connecticut,50,70,40,120,45,Decaf
435,54,11,11/2/2013,885,87,Small Market,West,15,Beans,Espresso,Decaf Espresso,61,141,Utah,50,70,50,120,26,Decaf
505,43,-3,11/3/2013,452,73,Small Market,South,14,Beans,Coffee,Colombian,27,116,New Mexico,50,70,30,120,46,Regular
318,61,1,11/4/2013,-906,96,Small Market,South,55,Beans,Espresso,Caffe Latte,11,157,Louisiana,40,70,10,110,85,Regular
503,55,-6,11/5/2013,410,77,Small Market,West,20,Beans,Espresso,Caffe Latte,24,132,Oregon,50,70,30,120,53,Regular
475,82,20,11/6/2013,601,114,Small Market,East,31,Leaves,Herbal Tea,Lemon,50,196,Connecticut,60,70,30,130,64,Decaf
715,61,12,11/7/2013,613,96,Small Market,Central,55,Leaves,Tea,Earl Grey,12,157,Wisconsin,50,70,0,120,84,Regular
509,53,8,11/8/2013,321,97,Small Market,West,16,Leaves,Tea,Darjeeling,58,150,Washington,30,70,50,100,39,Regular
513,47,-9,11/9/2013,521,72,Major Market,Central,42,Beans,Coffee,Decaf Irish Cream,1,119,Ohio,40,70,10,110,71,Decaf
